Source,Target,Type,Id,Label,Weight,size,Color
78,156,Undirected,648,,10,1,"#999999"
77,265,Undirected,649,,9,1,"#999999"
77,126,Undirected,650,,98,1,"#999999"
77,125,Undirected,651,,38,1,"#999999"
77,121,Undirected,652,,292,1,"#999999"
77,218,Undirected,653,,87,1,"#999999"
77,119,Undirected,654,,490,2,"#999999"
77,221,Undirected,655,,28,1,"#999999"
77,118,Undirected,656,,420,3,"#999999"
77,117,Undirected,657,,211,3,"#999999"
77,116,Undirected,658,,200,1,"#999999"
77,115,Undirected,659,,394,3,"#999999"
77,113,Undirected,660,,66,1,"#999999"
77,112,Undirected,661,,1008,3,"#999999"
9,92,Undirected,662,,7316,55,"#999999"
9,190,Undirected,663,,603,97,"#999999"
78,223,Undirected,664,,2,1,"#999999"
77,108,Undirected,665,,5,1,"#999999"
77,88,Undirected,666,,3031,6,"#999999"
77,105,Undirected,667,,19,1,"#999999"
77,103,Undirected,668,,906,3,"#999999"
77,102,Undirected,669,,2143,3,"#999999"
77,200,Undirected,670,,112,1,"#999999"
9,139,Undirected,671,,4719,328,"#999999"
77,100,Undirected,672,,1200,1,"#999999"
77,98,Undirected,673,,1336,3,"#999999"
77,76,Undirected,674,,2518,3,"#999999"
9,156,Undirected,675,,260,67,"#999999"
77,203,Undirected,676,,33,1,"#999999"
77,89,Undirected,677,,2514,3,"#999999"
77,96,Undirected,678,,1134,3,"#999999"
77,95,Undirected,679,,1925,3,"#999999"
78,76,Undirected,680,,101,1,"#999999"
77,293,Undirected,681,,54,1,"#999999"
77,323,Undirected,682,,7,2,"#999999"
77,228,Undirected,683,,1,1,"#999999"
77,94,Undirected,684,,3607,3,"#999999"
77,92,Undirected,685,,438,1,"#999999"
77,90,Undirected,686,,91,1,"#999999"
78,112,Undirected,687,,34,1,"#999999"
77,219,Undirected,688,,48,1,"#999999"
77,87,Undirected,689,,11421,3,"#999999"
9,109,Undirected,690,,103147,799,"#999999"
77,101,Undirected,691,,1737,2,"#999999"
77,207,Undirected,692,,2,1,"#999999"
78,118,Undirected,693,,7,1,"#999999"
77,275,Undirected,694,,10,1,"#999999"
78,180,Undirected,695,,1,1,"#999999"
77,81,Undirected,696,,12412,4,"#999999"
78,179,Undirected,697,,16,1,"#999999"
77,201,Undirected,698,,16,1,"#999999"
78,17,Undirected,699,,1,1,"#999999"
77,182,Undirected,700,,47,3,"#999999"
77,202,Undirected,701,,21,1,"#999999"
77,241,Undirected,702,,1,1,"#999999"
9,160,Undirected,703,,730,89,"#999999"
9,145,Undirected,704,,3600,176,"#999999"
9,141,Undirected,705,,950,150,"#999999"
78,99,Undirected,706,,10,1,"#999999"
9,241,Undirected,707,,4,3,"#999999"
9,179,Undirected,708,,1776,63,"#999999"
9,214,Undirected,709,,102,31,"#999999"
9,175,Undirected,710,,532,108,"#999999"
9,151,Undirected,711,,185,54,"#999999"
9,211,Undirected,712,,701,121,"#999999"
9,196,Undirected,713,,1473,213,"#999999"
9,129,Undirected,714,,106,29,"#999999"
9,174,Undirected,715,,521,108,"#999999"
9,167,Undirected,716,,738,98,"#999999"
9,107,Undirected,717,,3258,121,"#999999"
9,126,Undirected,718,,156,17,"#999999"
9,134,Undirected,719,,241,60,"#999999"
9,330,Undirected,720,,97,26,"#999999"
9,165,Undirected,721,,795,147,"#999999"
9,303,Undirected,722,,143,53,"#999999"
9,321,Undirected,723,,148,56,"#999999"
9,320,Undirected,724,,266,79,"#999999"
9,157,Undirected,725,,268,76,"#999999"
9,300,Undirected,726,,276,100,"#999999"
9,309,Undirected,727,,332,99,"#999999"
9,226,Undirected,728,,291,69,"#999999"
9,224,Undirected,729,,39,22,"#999999"
9,248,Undirected,730,,199,41,"#999999"
9,283,Undirected,731,,343,127,"#999999"
9,272,Undirected,732,,14,11,"#999999"
9,269,Undirected,733,,10,7,"#999999"
9,266,Undirected,734,,128,45,"#999999"
9,256,Undirected,735,,18,12,"#999999"
9,244,Undirected,736,,33,12,"#999999"
9,215,Undirected,737,,423,79,"#999999"
9,183,Undirected,738,,244,58,"#999999"
9,140,Undirected,739,,1444,74,"#999999"
9,193,Undirected,740,,260,36,"#999999"
9,180,Undirected,741,,89,37,"#999999"
9,282,Undirected,742,,28,17,"#999999"
9,138,Undirected,743,,996,88,"#999999"
9,137,Undirected,744,,264,14,"#999999"
9,131,Undirected,745,,497,121,"#999999"
9,182,Undirected,746,,98,30,"#999999"
9,152,Undirected,747,,86,41,"#999999"
9,163,Undirected,748,,83,22,"#999999"
9,161,Undirected,749,,237,68,"#999999"
9,172,Undirected,750,,1624,99,"#999999"
9,206,Undirected,751,,212,57,"#999999"
9,331,Undirected,752,,168,44,"#999999"
9,327,Undirected,753,,199,41,"#999999"
9,223,Undirected,754,,26,18,"#999999"
9,291,Undirected,755,,22,15,"#999999"
9,63,Undirected,756,,87,25,"#999999"
9,281,Undirected,757,,50,23,"#999999"
9,280,Undirected,758,,9,6,"#999999"
9,225,Undirected,759,,180,24,"#999999"
9,259,Undirected,760,,401,60,"#999999"
9,255,Undirected,761,,513,50,"#999999"
9,154,Undirected,762,,88,18,"#999999"
9,150,Undirected,763,,498,31,"#999999"
9,149,Undirected,764,,200,56,"#999999"
9,146,Undirected,765,,580,58,"#999999"
9,238,Undirected,766,,17,4,"#999999"
9,236,Undirected,767,,10,8,"#999999"
9,200,Undirected,768,,298,62,"#999999"
9,192,Undirected,769,,24,18,"#999999"
9,144,Undirected,770,,413,89,"#999999"
9,142,Undirected,771,,1131,60,"#999999"
9,104,Undirected,772,,703,80,"#999999"
9,231,Undirected,773,,62,14,"#999999"
9,230,Undirected,774,,569,114,"#999999"
9,218,Undirected,775,,372,74,"#999999"
9,204,Undirected,776,,315,12,"#999999"
9,199,Undirected,777,,35,8,"#999999"
9,197,Undirected,778,,454,60,"#999999"
9,191,Undirected,779,,419,32,"#999999"
9,221,Undirected,780,,36,9,"#999999"
77,326,Undirected,781,,2,1,"#999999"
9,177,Undirected,782,,319,67,"#999999"
9,265,Undirected,783,,46,13,"#999999"
9,299,Undirected,784,,50,27,"#999999"
9,185,Undirected,785,,290,70,"#999999"
9,184,Undirected,786,,29,11,"#999999"
9,166,Undirected,787,,568,72,"#999999"
9,108,Undirected,788,,242,13,"#999999"
9,278,Undirected,789,,199,41,"#999999"
9,276,Undirected,790,,109,28,"#999999"
9,162,Undirected,791,,547,71,"#999999"
9,158,Undirected,792,,66,14,"#999999"
9,130,Undirected,793,,710,17,"#999999"
9,186,Undirected,794,,1020,47,"#999999"
9,251,Undirected,795,,26,14,"#999999"
9,133,Undirected,796,,1765,74,"#999999"
9,127,Undirected,797,,1193,87,"#999999"
9,260,Undirected,798,,35,24,"#999999"
9,105,Undirected,799,,524,18,"#999999"
9,219,Undirected,800,,162,26,"#999999"
9,222,Undirected,801,,79,26,"#999999"
9,148,Undirected,802,,611,103,"#999999"
9,319,Undirected,803,,77,25,"#999999"
9,290,Undirected,804,,54,28,"#999999"
9,17,Undirected,805,,114,21,"#999999"
9,317,Undirected,806,,11,6,"#999999"
9,288,Undirected,807,,49,11,"#999999"
9,173,Undirected,808,,46,9,"#999999"
9,322,Undirected,809,,38,19,"#999999"
9,208,Undirected,810,,16,9,"#999999"
9,263,Undirected,811,,27,14,"#999999"
9,176,Undirected,812,,349,13,"#999999"
9,311,Undirected,813,,112,33,"#999999"
9,316,Undirected,814,,109,26,"#999999"
9,329,Undirected,815,,8,4,"#999999"
9,305,Undirected,816,,158,63,"#999999"
9,113,Undirected,817,,1485,31,"#999999"
9,171,Undirected,818,,180,10,"#999999"
9,258,Undirected,819,,222,49,"#999999"
9,306,Undirected,820,,37,24,"#999999"
9,312,Undirected,821,,19,13,"#999999"
9,302,Undirected,822,,31,21,"#999999"
9,298,Undirected,823,,16,14,"#999999"
9,279,Undirected,824,,13,9,"#999999"
9,275,Undirected,825,,50,26,"#999999"
9,237,Undirected,826,,15,14,"#999999"
9,202,Undirected,827,,24,10,"#999999"
9,295,Undirected,828,,19,13,"#999999"
9,257,Undirected,829,,175,41,"#999999"
9,267,Undirected,830,,138,30,"#999999"
9,264,Undirected,831,,413,58,"#999999"
9,313,Undirected,832,,6,5,"#999999"
9,301,Undirected,833,,58,22,"#999999"
9,297,Undirected,834,,86,31,"#999999"
9,271,Undirected,835,,35,14,"#999999"
9,294,Undirected,836,,12,8,"#999999"
9,245,Undirected,837,,37,3,"#999999"
9,201,Undirected,838,,98,8,"#999999"
9,195,Undirected,839,,156,49,"#999999"
9,268,Undirected,840,,13,7,"#999999"
9,169,Undirected,841,,272,33,"#999999"
9,168,Undirected,842,,70,20,"#999999"
9,207,Undirected,843,,62,13,"#999999"
9,314,Undirected,844,,8,5,"#999999"
9,310,Undirected,845,,6,5,"#999999"
9,293,Undirected,846,,189,44,"#999999"
9,246,Undirected,847,,12,2,"#999999"
9,289,Undirected,848,,15,8,"#999999"
9,242,Undirected,849,,138,30,"#999999"
9,277,Undirected,850,,1,1,"#999999"
9,253,Undirected,851,,106,36,"#999999"
9,164,Undirected,852,,187,17,"#999999"
9,325,Undirected,853,,24,13,"#999999"
9,324,Undirected,854,,16,10,"#999999"
9,323,Undirected,855,,16,8,"#999999"
9,194,Undirected,856,,6,1,"#999999"
9,308,Undirected,857,,12,10,"#999999"
9,307,Undirected,858,,21,11,"#999999"
9,232,Undirected,859,,2,1,"#999999"
9,262,Undirected,860,,3,3,"#999999"
9,261,Undirected,861,,33,10,"#999999"
9,187,Undirected,862,,36,7,"#999999"
9,155,Undirected,863,,224,28,"#999999"
9,286,Undirected,864,,5,2,"#999999"
9,315,Undirected,865,,44,25,"#999999"
9,90,Undirected,866,,1034,7,"#999999"
9,318,Undirected,867,,33,20,"#999999"
9,212,Undirected,868,,48,28,"#999999"
9,304,Undirected,869,,10,6,"#999999"
9,285,Undirected,870,,2,2,"#999999"
9,205,Undirected,871,,4,2,"#999999"
9,213,Undirected,872,,14,2,"#999999"
9,217,Undirected,873,,66,20,"#999999"
9,292,Undirected,874,,7,7,"#999999"
9,188,Undirected,875,,29,10,"#999999"
9,328,Undirected,876,,14,5,"#999999"
9,326,Undirected,877,,24,8,"#999999"
9,273,Undirected,878,,5,4,"#999999"
9,252,Undirected,879,,18,14,"#999999"
9,132,Undirected,880,,114,14,"#999999"
9,254,Undirected,881,,52,13,"#999999"
79,71,Undirected,883,,372,26,"#999999"
79,123,Undirected,885,,6,3,"#999999"
79,296,Undirected,886,,9,4,"#999999"
80,79,Undirected,887,,12691,259,"#999999"
79,287,Undirected,888,,3,2,"#999999"
79,83,Undirected,889,,4553,353,"#999999"
79,278,Undirected,890,,2,2,"#999999"
79,216,Undirected,891,,1,1,"#999999"
79,79,Undirected,892,,2978,97,"#999999"
80,71,Undirected,893,,1134,55,"#999999"
80,83,Undirected,894,,17290,533,"#999999"
80,110,Undirected,895,,239,23,"#999999"
79,266,Undirected,896,,3,2,"#999999"
79,248,Undirected,897,,2,2,"#999999"
79,97,Undirected,898,,96,21,"#999999"
80,80,Undirected,899,,95172,450,"#999999"
79,220,Undirected,900,,3,2,"#999999"
80,143,Undirected,901,,20,3,"#999999"
80,159,Undirected,902,,21,5,"#999999"
80,82,Undirected,903,,3280,161,"#999999"
79,221,Undirected,904,,4,2,"#999999"
79,218,Undirected,905,,5,2,"#999999"
80,93,Undirected,906,,900,62,"#999999"
79,82,Undirected,907,,675,71,"#999999"
79,209,Undirected,908,,9,4,"#999999"
79,86,Undirected,909,,112,17,"#999999"
80,122,Undirected,910,,107,14,"#999999"
80,109,Undirected,911,,2703,36,"#999999"
80,160,Undirected,912,,49,7,"#999999"
80,88,Undirected,913,,29,10,"#999999"
79,124,Undirected,914,,30,10,"#999999"
79,189,Undirected,915,,9,6,"#999999"
79,84,Undirected,916,,156,37,"#999999"
79,106,Undirected,917,,2,2,"#999999"
80,102,Undirected,918,,45,9,"#999999"
80,153,Undirected,919,,8,4,"#999999"
79,178,Undirected,920,,12,4,"#999999"
79,174,Undirected,921,,2,2,"#999999"
80,84,Undirected,922,,854,68,"#999999"
79,160,Undirected,923,,36,3,"#999999"
79,157,Undirected,924,,8,2,"#999999"
79,153,Undirected,925,,5,5,"#999999"
79,152,Undirected,926,,1,1,"#999999"
79,143,Undirected,927,,20,3,"#999999"
79,139,Undirected,928,,27,4,"#999999"
79,136,Undirected,929,,20,2,"#999999"
79,135,Undirected,930,,42,7,"#999999"
79,110,Undirected,931,,75,15,"#999999"
80,135,Undirected,932,,127,13,"#999999"
80,189,Undirected,933,,8,5,"#999999"
80,112,Undirected,934,,77,8,"#999999"
79,93,Undirected,935,,141,29,"#999999"
79,121,Undirected,936,,9,3,"#999999"
79,190,Undirected,937,,21,2,"#999999"
79,327,Undirected,938,,2,2,"#999999"
80,124,Undirected,939,,98,16,"#999999"
79,85,Undirected,940,,46,8,"#999999"
79,109,Undirected,941,,590,21,"#999999"
80,136,Undirected,942,,34,5,"#999999"
80,235,Undirected,943,,5,3,"#999999"
79,103,Undirected,944,,30,2,"#999999"
79,102,Undirected,945,,39,8,"#999999"
79,101,Undirected,946,,2,2,"#999999"
79,98,Undirected,947,,26,2,"#999999"
79,76,Undirected,948,,98,9,"#999999"
79,37,Undirected,949,,143,12,"#999999"
80,139,Undirected,950,,62,11,"#999999"
79,39,Undirected,951,,51,3,"#999999"
79,96,Undirected,952,,10,1,"#999999"
79,95,Undirected,953,,8,2,"#999999"
80,216,Undirected,954,,2,1,"#999999"
79,94,Undirected,955,,95,10,"#999999"
80,85,Undirected,956,,136,27,"#999999"
79,91,Undirected,957,,26,3,"#999999"
79,181,Undirected,958,,2,1,"#999999"
79,88,Undirected,959,,8,2,"#999999"
79,87,Undirected,960,,304,13,"#999999"
80,178,Undirected,961,,220,12,"#999999"
80,120,Undirected,962,,16,5,"#999999"
80,81,Undirected,963,,300,16,"#999999"
79,114,Undirected,964,,17,3,"#999999"
80,97,Undirected,965,,136,26,"#999999"
79,203,Undirected,966,,2,1,"#999999"
79,147,Undirected,967,,94,9,"#999999"
80,76,Undirected,968,,140,12,"#999999"
79,99,Undirected,969,,43,4,"#999999"
79,234,Undirected,970,,5,3,"#999999"
80,121,Undirected,971,,7,3,"#999999"
80,140,Undirected,972,,341,4,"#999999"
79,81,Undirected,973,,111,9,"#999999"
9,228,Undirected,974,,8,6,"#999999"
79,206,Undirected,975,,6,2,"#999999"
79,117,Undirected,976,,5,3,"#999999"
79,26,Undirected,977,,9,5,"#999999"
80,91,Undirected,978,,278,14,"#999999"
79,122,Undirected,979,,38,7,"#999999"
79,145,Undirected,980,,9,2,"#999999"
80,94,Undirected,981,,206,11,"#999999"
80,87,Undirected,982,,435,14,"#999999"
80,86,Undirected,983,,208,19,"#999999"
80,99,Undirected,984,,57,7,"#999999"
79,235,Undirected,985,,5,3,"#999999"
79,210,Undirected,986,,2,1,"#999999"
79,183,Undirected,987,,2,2,"#999999"
80,114,Undirected,988,,79,11,"#999999"
79,112,Undirected,989,,9,4,"#999999"
80,39,Undirected,990,,92,7,"#999999"
9,270,Undirected,991,,9,2,"#999999"
80,234,Undirected,992,,5,3,"#999999"
79,111,Undirected,993,,10,2,"#999999"
80,250,Undirected,994,,130,9,"#999999"
9,170,Undirected,995,,5,2,"#999999"
9,125,Undirected,996,,425,12,"#999999"
9,243,Undirected,997,,12,3,"#999999"
80,95,Undirected,1009,,5,4,"#999999"
80,315,Undirected,1014,,6,1,"#999999"
80,306,Undirected,1015,,2,1,"#999999"
80,296,Undirected,1016,,9,4,"#999999"
80,106,Undirected,1021,,24,5,"#999999"
80,212,Undirected,1023,,6,1,"#999999"
80,209,Undirected,1024,,9,4,"#999999"
80,147,Undirected,1029,,172,7,"#999999"
80,138,Undirected,1030,,2,1,"#999999"
80,101,Undirected,1033,,184,8,"#999999"
80,127,Undirected,1036,,41,5,"#999999"
80,37,Undirected,1037,,427,22,"#999999"
80,123,Undirected,1038,,11,9,"#999999"
80,117,Undirected,1040,,2,1,"#999999"
80,26,Undirected,1041,,9,4,"#999999"
80,98,Undirected,1049,,11,2,"#999999"
80,96,Undirected,1054,,40,3,"#999999"
80,210,Undirected,1086,,15,2,"#999999"
80,190,Undirected,1087,,56,6,"#999999"
80,183,Undirected,1088,,8,3,"#999999"
80,181,Undirected,1089,,4,1,"#999999"
80,157,Undirected,1090,,12,1,"#999999"
9,229,Undirected,1091,,2,2,"#999999"
81,83,Undirected,1092,,648,43,"#999999"
81,82,Undirected,1093,,264,13,"#999999"
81,84,Undirected,1094,,17,6,"#999999"
81,148,Undirected,1095,,1,1,"#999999"
81,183,Undirected,1096,,76,1,"#999999"
81,39,Undirected,1097,,9,1,"#999999"
81,71,Undirected,1098,,93,7,"#999999"
81,122,Undirected,1099,,4,2,"#999999"
81,112,Undirected,1100,,3,1,"#999999"
81,94,Undirected,1101,,7,1,"#999999"
81,124,Undirected,1102,,2,2,"#999999"
81,248,Undirected,1103,,25,1,"#999999"
81,211,Undirected,1104,,2,1,"#999999"
81,86,Undirected,1105,,86,3,"#999999"
81,224,Undirected,1106,,1,1,"#999999"
81,214,Undirected,1107,,4,1,"#999999"
81,97,Undirected,1108,,1,1,"#999999"
81,76,Undirected,1109,,6,1,"#999999"
81,141,Undirected,1110,,2,1,"#999999"
81,85,Undirected,1111,,6,3,"#999999"
81,189,Undirected,1112,,32,2,"#999999"
81,178,Undirected,1113,,1,1,"#999999"
81,332,Undirected,1114,,9,1,"#999999"
81,331,Undirected,1115,,1,1,"#999999"
81,219,Undirected,1116,,2,1,"#999999"
81,123,Undirected,1117,,23,1,"#999999"
81,182,Undirected,1118,,1,1,"#999999"
81,174,Undirected,1119,,25,1,"#999999"
81,172,Undirected,1120,,8,1,"#999999"
81,135,Undirected,1121,,11,1,"#999999"
81,88,Undirected,1122,,815,2,"#999999"
9,240,Undirected,1123,,4,2,"#999999"
81,101,Undirected,1124,,1,1,"#999999"
81,102,Undirected,1125,,11,1,"#999999"
81,37,Undirected,1126,,20,3,"#999999"
81,329,Undirected,1127,,7,1,"#999999"
81,222,Undirected,1128,,5,1,"#999999"
81,296,Undirected,1129,,1,1,"#999999"
81,327,Undirected,1130,,25,1,"#999999"
81,300,Undirected,1131,,2,1,"#999999"
81,110,Undirected,1132,,29,4,"#999999"
81,145,Undirected,1133,,1,1,"#999999"
81,109,Undirected,1134,,89,1,"#999999"
81,209,Undirected,1135,,1,1,"#999999"
81,283,Undirected,1136,,2,2,"#999999"
81,323,Undirected,1137,,1,1,"#999999"
81,217,Undirected,1138,,2,1,"#999999"
81,87,Undirected,1139,,9,1,"#999999"
81,147,Undirected,1140,,2,1,"#999999"
81,278,Undirected,1141,,25,1,"#999999"
81,99,Undirected,1142,,1,1,"#999999"
81,196,Undirected,1143,,2,1,"#999999"
81,250,Undirected,1144,,1,1,"#999999"
81,181,Undirected,1145,,2,2,"#999999"
81,27,Undirected,1146,,22,1,"#999999"
81,134,Undirected,1147,,1,1,"#999999"
81,305,Undirected,1148,,3,2,"#999999"
81,316,Undirected,1149,,9,1,"#999999"
81,253,Undirected,1150,,4,1,"#999999"
81,220,Undirected,1151,,1,1,"#999999"
81,117,Undirected,1152,,1,1,"#999999"
81,318,Undirected,1153,,1,1,"#999999"
81,230,Undirected,1154,,1,1,"#999999"
81,95,Undirected,1155,,167,1,"#999999"
81,320,Undirected,1156,,2,1,"#999999"
81,139,Undirected,1157,,2,1,"#999999"
82,83,Undirected,1158,,2772,295,"#999999"
9,239,Undirected,1159,,21,6,"#999999"
82,197,Undirected,1160,,4,2,"#999999"
82,71,Undirected,1161,,305,46,"#999999"
82,82,Undirected,1162,,965,87,"#999999"
82,102,Undirected,1163,,23,5,"#999999"
9,198,Undirected,1164,,11,4,"#999999"
82,110,Undirected,1165,,155,19,"#999999"
82,86,Undirected,1166,,132,24,"#999999"
82,94,Undirected,1167,,42,12,"#999999"
82,135,Undirected,1168,,29,8,"#999999"
82,37,Undirected,1169,,236,17,"#999999"
82,124,Undirected,1170,,33,17,"#999999"
82,117,Undirected,1171,,14,5,"#999999"
82,91,Undirected,1172,,53,8,"#999999"
82,179,Undirected,1173,,164,4,"#999999"
82,85,Undirected,1174,,216,29,"#999999"
9,227,Undirected,1175,,1,1,"#999999"
82,99,Undirected,1176,,3,3,"#999999"
82,88,Undirected,1177,,44,9,"#999999"
82,97,Undirected,1178,,89,17,"#999999"
82,109,Undirected,1179,,1112,34,"#999999"
80,309,Undirected,1180,,1,1,"#999999"
80,220,Undirected,1181,,7,6,"#999999"
80,103,Undirected,1182,,84,2,"#999999"
80,287,Undirected,1183,,5,4,"#999999"
80,27,Undirected,1184,,62,14,"#999999"
80,196,Undirected,1185,,2,1,"#999999"
80,172,Undirected,1186,,8,1,"#999999"
80,148,Undirected,1187,,4,1,"#999999"
80,283,Undirected,1188,,11,3,"#999999"
80,145,Undirected,1189,,19,6,"#999999"
80,141,Undirected,1191,,2,1,"#999999"
83,83,Undirected,1224,,93160,1258,"#999999"
83,71,Undirected,1225,,2546,132,"#999999"
83,84,Undirected,1226,,5626,309,"#999999"
83,86,Undirected,1227,,670,53,"#999999"
83,85,Undirected,1228,,111,37,"#999999"
83,97,Undirected,1229,,238,45,"#999999"
83,124,Undirected,1230,,115,34,"#999999"
83,122,Undirected,1231,,159,33,"#999999"
83,123,Undirected,1232,,63,25,"#999999"
83,39,Undirected,1233,,47,8,"#999999"
83,96,Undirected,1234,,24,2,"#999999"
83,88,Undirected,1235,,81,7,"#999999"
83,99,Undirected,1236,,43,8,"#999999"
83,209,Undirected,1237,,39,14,"#999999"
83,93,Undirected,1238,,169,48,"#999999"
83,87,Undirected,1239,,1022,56,"#999999"
83,37,Undirected,1240,,492,55,"#999999"
83,151,Undirected,1241,,2,2,"#999999"
83,110,Undirected,1242,,222,45,"#999999"
83,157,Undirected,1243,,14,7,"#999999"
83,330,Undirected,1244,,5,3,"#999999"
83,220,Undirected,1245,,55,19,"#999999"
83,139,Undirected,1246,,143,28,"#999999"
83,94,Undirected,1247,,280,28,"#999999"
83,203,Undirected,1248,,3,2,"#999999"
83,180,Undirected,1249,,2,2,"#999999"
83,296,Undirected,1250,,39,14,"#999999"
83,307,Undirected,1251,,103,19,"#999999"
83,112,Undirected,1252,,49,14,"#999999"
83,190,Undirected,1253,,24,7,"#999999"
83,147,Undirected,1254,,182,24,"#999999"
83,128,Undirected,1255,,342,25,"#999999"
83,136,Undirected,1256,,164,24,"#999999"
83,120,Undirected,1257,,41,16,"#999999"
83,95,Undirected,1258,,74,5,"#999999"
83,102,Undirected,1259,,85,22,"#999999"
83,145,Undirected,1260,,166,20,"#999999"
83,135,Undirected,1261,,207,35,"#999999"
83,76,Undirected,1262,,448,18,"#999999"
83,287,Undirected,1263,,55,19,"#999999"
83,91,Undirected,1264,,794,27,"#999999"
83,109,Undirected,1265,,2125,71,"#999999"
82,141,Undirected,1288,,28,3,"#999999"
82,114,Undirected,1289,,29,9,"#999999"
82,122,Undirected,1290,,34,9,"#999999"
83,143,Undirected,1291,,80,7,"#999999"
82,123,Undirected,1292,,32,6,"#999999"
82,121,Undirected,1293,,18,2,"#999999"
82,200,Undirected,1294,,12,4,"#999999"
82,157,Undirected,1295,,2,2,"#999999"
82,172,Undirected,1296,,96,2,"#999999"
82,175,Undirected,1297,,14,7,"#999999"
82,251,Undirected,1298,,1,1,"#999999"
82,84,Undirected,1299,,395,53,"#999999"
82,174,Undirected,1300,,36,8,"#999999"
82,26,Undirected,1301,,25,9,"#999999"
82,144,Undirected,1302,,5,3,"#999999"
82,265,Undirected,1303,,1,1,"#999999"
83,26,Undirected,1304,,36,15,"#999999"
82,149,Undirected,1305,,2,1,"#999999"
83,234,Undirected,1306,,20,7,"#999999"
82,95,Undirected,1307,,59,7,"#999999"
82,128,Undirected,1308,,6,2,"#999999"
83,178,Undirected,1309,,10,4,"#999999"
83,235,Undirected,1310,,20,7,"#999999"
82,27,Undirected,1311,,33,14,"#999999"
82,139,Undirected,1312,,24,10,"#999999"
83,121,Undirected,1313,,14,7,"#999999"
82,320,Undirected,1314,,1,1,"#999999"
82,191,Undirected,1315,,3,1,"#999999"
82,226,Undirected,1316,,4,2,"#999999"
82,87,Undirected,1317,,84,12,"#999999"
82,93,Undirected,1318,,193,24,"#999999"
82,206,Undirected,1319,,13,6,"#999999"
82,309,Undirected,1335,,20,6,"#999999"
82,107,Undirected,1336,,31,6,"#999999"
83,189,Undirected,1337,,38,10,"#999999"
82,215,Undirected,1338,,2,2,"#999999"
82,101,Undirected,1339,,20,6,"#999999"
82,300,Undirected,1340,,1,1,"#999999"
82,137,Undirected,1341,,5,1,"#999999"
82,158,Undirected,1342,,1,1,"#999999"
82,185,Undirected,1343,,1,1,"#999999"
82,98,Undirected,1344,,118,6,"#999999"
82,196,Undirected,1345,,26,3,"#999999"
83,159,Undirected,1346,,3,2,"#999999"
84,85,Undirected,1347,,701,54,"#999999"
84,162,Undirected,1348,,23,8,"#999999"
84,84,Undirected,1349,,8594,217,"#999999"
